1,1,358540
2,1,351260
3,1,428120
4,1,406040
5,1,506280
6,1,428900
7,1,730460
8,1,662760
9,1,314640
10,1,440700
11,1,334680
12,1,489900
13,1,430680
14,1,294300
15,1,809140
16,1,313400
17,1,445860
18,1,296580
19,1,540120
20,1,353640
21,1,553660
22,1,407340
23,1,329740
24,1,265920
25,1,412840
26,1,348100
27,1,424280
28,1,324700
29,1,653900
30,1,376380
31,1,396860
32,1,311400
33,1,436860
34,1,348400
35,1,589680
36,1,273480
37,1,415060
38,1,332400
39,1,372660
40,1,504700
41,1,418140
42,1,309460
43,1,525660
44,1,325320
45,1,235840
46,1,384200
47,1,491420
48,1,484040
49,1,417960
50,1,411360
51,1,282940
52,1,462680
53,1,540820
54,1,565500
55,1,227480
56,1,433480
57,1,274820
58,1,361000
59,1,481120
60,1,165020
61,1,524980
62,1,274140
63,1,555300
64,1,501660
65,1,405180
66,1,675840
67,1,480260
68,1,328720
69,1,404600
70,1,311340
71,1,397640
72,1,665100
73,1,317320
74,1,461740
75,1,427240
76,1,311000
77,1,364400
78,1,361880
79,1,366840
80,1,325960
81,1,269420
82,1,309820
83,1,477580
84,1,422360
85,1,430960
86,1,621500
87,1,396220
88,1,348320
89,1,596360
90,1,346860
91,1,407620
92,1,277460
93,1,202760
94,1,206180
95,1,508320
96,1,287300
97,1,223400
98,1,419040
99,1,448700
100,1,353100
101,1,593000
102,1,391460
103,1,573140
104,1,294220
105,1,400040
106,1,407600
107,1,629440
108,1,477420
109,1,388700
110,1,525500
111,1,360360
112,1,388960
113,1,454020
114,1,689160
115,1,556980
116,1,401460
117,1,396180
118,1,575040
119,1,563400
120,1,463140
121,1,367900
122,1,274880
123,1,411720
124,1,831300
125,1,613200
126,1,395480
127,1,470560
128,1,255700
129,1,529760
130,1,388460
131,1,547940
132,1,253940
133,1,431340
134,1,573640
135,1,481540
136,1,621920
137,1,475740
138,1,460060
139,1,588320
140,1,347720
141,1,442560
142,1,484700
143,1,348680
144,1,396460
145,1,391720
146,1,421920
147,1,511760
148,1,416580
149,1,497500
150,1,446260
151,1,291080
152,1,431180
153,1,587120
154,1,321300
155,1,309700
156,1,468700
157,1,279720
158,1,480860
159,1,417160
160,1,331560
161,1,338920
162,1,302120
163,1,427560
164,1,362960
165,1,513720
166,1,674520
167,1,625660
168,1,549960
169,1,342380
170,1,361420
171,1,401820
172,1,343680
173,1,377800
174,1,321280
175,1,330060
176,1,393300
177,1,1111180
178,1,413500
179,1,386100
180,1,293780
181,1,420440
182,1,384820
183,1,425580
184,1,258560
185,1,561880
186,1,484860
187,1,630780
188,1,326120
189,1,465620
190,1,572100
191,1,328360
192,1,401120
193,1,361720
194,1,618980
195,1,517320
196,1,472820
197,1,369460
198,1,402280
199,1,620120
200,1,421220
201,1,835480
202,1,317980
203,1,469280
204,1,386220
205,1,289920
206,1,377620
207,1,477300
208,1,268340
209,1,404020
210,1,484960
211,1,496940
212,1,492100
213,1,186920
214,1,235280
215,1,537160
216,1,370540
217,1,389320
218,1,445780
219,1,423600
220,1,374640
221,1,391340
222,1,336780
223,1,597460
224,1,428860
225,1,498540
226,1,627200
227,1,362680
228,1,425440
229,1,616640
230,1,400920
231,1,367080
232,1,399420
233,1,518060
234,1,410220
235,1,508660
236,1,495780
237,1,816760
238,1,269980
239,1,337820
240,1,369520
241,1,448020
242,1,399160
243,1,323120
244,1,449980
245,1,361500
246,1,278700
247,1,499120
248,1,407600
249,1,288960
250,1,205200
251,1,332600
252,1,471060
253,1,569940
254,1,542360
255,1,331800
256,1,226000
257,1,323320
258,1,489600
259,1,401480
260,1,411180
261,1,428400
262,1,429940
263,1,187240
264,1,424460
265,1,547920
266,1,552540
267,1,421380
268,1,284360
269,1,404680
270,1,394180
271,1,336780
272,1,346160
273,1,239600
274,1,311740
275,1,321380
276,1,556720
277,1,263320
278,1,321880
279,1,541460
280,1,384960
281,1,270760
282,1,511020
283,1,346880
284,1,235340
285,1,417480
286,1,496140
287,1,304620
288,1,384460
289,1,313820
290,1,680640
291,1,470840
292,1,187620
293,1,380020
294,1,428260
295,1,398760
296,1,211540
297,1,422680
298,1,248420
299,1,368040
300,1,424880
301,1,319460
302,1,286540
303,1,480480
304,1,382860
305,1,421440
306,1,471920
307,1,426300
308,1,375820
309,1,334500
310,1,414540
311,1,426540
312,1,513300
313,1,378860
314,1,194200
315,1,400880
316,1,70100
317,1,505960
318,1,329080
319,1,468300
320,1,625120
321,1,506720
322,1,322620
323,1,337440
324,1,385480
325,1,593880
326,1,565440
327,1,431880
328,1,367200
329,1,326740
330,1,574060
331,1,313460
332,1,432140
333,1,579780
334,1,706440
335,1,461200
336,1,412220
337,1,357160
338,1,247140
339,1,303780
340,1,335740
341,1,324700
342,1,482680
343,1,586100
344,1,395640
345,1,485420
346,1,423860
347,1,370520
348,1,419060
349,1,492640
350,1,345760
351,1,421660
352,1,445100
353,1,397980
354,1,304640
355,1,231520
356,1,406340
357,1,637140
358,1,415100
359,1,416500
360,1,418440
361,1,403320
362,1,365200
363,1,484860
364,1,393720
365,1,353920
366,1,531660
367,1,279580
368,1,515080
369,1,487860
370,1,425700
371,1,355120
372,1,369580
373,1,311940
374,1,334400
375,1,341860
376,1,368420
377,1,463440
378,1,312180
379,1,343820
380,1,395980
381,1,524280
382,1,362400
383,1,305080
384,1,385060
385,1,455980
386,1,343260
387,1,322880
388,1,399200
389,1,559100
390,1,472100
391,1,437880
392,1,436180
393,1,508220
394,1,272740
395,1,502760
396,1,366300
397,1,547900
398,1,301660
399,1,316400
400,1,410120
401,1,313320
402,1,301680
403,1,478080
404,1,336360
405,1,652560
406,1,293860
407,1,331760
408,1,450180
409,1,346480
410,1,507500
411,1,372940
412,1,440280
413,1,291520
414,1,251980
415,1,264280
416,1,678160
417,1,410680
418,1,475500
419,1,529880
420,1,567740
421,1,531680
422,1,349080
423,1,484180
424,1,616400
425,1,366320
426,1,603440
427,1,293640
428,1,433160
429,1,370000
430,1,672740
431,1,441480
432,1,369420
433,1,350440
434,1,353000
435,1,302420
436,1,362640
437,1,433920
438,1,436620
439,1,590880
440,1,428120
441,1,416160
442,1,463700
443,1,334060
444,1,374680
445,1,304120
446,1,495280
447,1,315940
448,1,312940
449,1,397160
450,1,347620
451,1,336500
452,1,271520
453,1,1093020
454,1,414940
455,1,320080
456,1,418900
457,1,234280
458,1,320760
459,1,408860
460,1,337120
461,1,443760
462,1,423840
463,1,312820
464,1,311500
465,1,473940
466,1,327580
467,1,667520
468,1,302140
469,1,270160
470,1,284460
471,1,334400
472,1,297720
473,1,415780
474,1,214480
475,1,461360
476,1,527900
477,1,552220
478,1,303720
479,1,579660
480,1,380860
481,1,387580
482,1,443320
483,1,592760
484,1,336980
485,1,839400
486,1,369660
487,1,469140
488,1,370180
489,1,313340
490,1,308640
491,1,683920
492,1,400580
493,1,333840
494,1,656820
495,1,464900
496,1,436580
497,1,351700
498,1,297420
499,1,571200
500,1,343600
501,1,442640
502,1,347640
503,1,651600
504,1,361400
505,1,256040
506,1,321320
507,1,320900
508,1,390800
509,1,497960
510,1,264960
511,1,458700
512,1,263760
513,1,500200
514,1,512100
515,1,582160
516,1,492520
517,1,354980
518,1,361520
519,1,378700
520,1,369660
521,1,455480
522,1,493120
523,1,323380
524,1,440180
525,1,365440
526,1,328440
527,1,376400
528,1,390140
529,1,238740
530,1,542360
531,1,342800
532,1,371680
533,1,231800
534,1,320020
535,1,373720
536,1,536980
537,1,483560
538,1,427520
539,1,441380
540,1,449840
541,1,379660
542,1,333980
543,1,451620
544,1,452180
545,1,289140
546,1,370360
547,1,454440
548,1,458360
549,1,409220
550,1,334640
551,1,380360
552,1,618320
553,1,380960
554,1,498080
555,1,383420
556,1,565340
557,1,346240
558,1,494700
559,1,467820
560,1,322340
561,1,446920
562,1,348600
563,1,282040
564,1,463240
565,1,332260
566,1,377440
567,1,409720
568,1,681340
569,1,428800
570,1,340300
571,1,361160
572,1,368040
573,1,323900
574,1,514460
575,1,332580
576,1,319920
577,1,308460
578,1,475560
579,1,387260
580,1,335480
581,1,297440
582,1,377560
583,1,501780
584,1,336500
585,1,452400
586,1,330760
587,1,673640
588,1,384720
589,1,519640
590,1,364580
591,1,381900
592,1,299840
593,1,273020
594,1,524320
595,1,400300
596,1,441740
597,1,470980
598,1,376140
599,1,352100
600,1,368100
601,1,525680
602,1,390900
603,1,509460
604,1,348380
605,1,293740
606,1,255360
607,1,392020
608,1,539640
609,1,427980
610,1,471020
611,1,425760
612,1,371300
613,1,512520
614,1,314300
615,1,545240
616,1,340220
617,1,553520
618,1,413600
619,1,559620
620,1,232620
621,1,574000
622,1,469640
623,1,361100
624,1,530180
625,1,723460
626,1,687500
627,1,358820
628,1,345840
629,1,427780
630,1,300920
631,1,584980
632,1,347120
633,1,397040
634,1,354480
635,1,213460
636,1,627340
637,1,401120
638,1,598200
639,1,394640
640,1,409200
641,1,260940
642,1,376200
643,1,391900
644,1,328860
645,1,336880
646,1,517660
647,1,340780
648,1,734900
649,1,356720
650,1,404620
651,1,440920
652,1,428240
653,1,671060
654,1,346720
655,1,973600
656,1,396560
657,1,354900
658,1,486120
659,1,299900
660,1,435440
661,1,334460
662,1,314680
663,1,411620
664,1,544780
665,1,232620
666,1,545400
667,1,452000
668,1,388240
669,1,465900
670,1,443080
671,1,343880
672,1,294720
673,1,486300
674,1,616860
675,1,540760
676,1,347360
677,1,256260
678,1,421840
679,1,557260
680,1,586820
681,1,482420
682,1,664460
683,1,334480
684,1,354580
685,1,531760
686,1,177520
687,1,436360
688,1,478460
689,1,325380
690,1,409740
691,1,374120
692,1,302140
693,1,387520
694,1,318600
695,1,402200
696,1,417200
697,1,351640
698,1,379980
699,1,627600
700,1,258260
701,1,378300
702,1,490040
703,1,669720
704,1,434940
705,1,377160
706,1,407400
707,1,488360
708,1,294900
709,1,326360
710,1,494380
711,1,398900
712,1,462760
713,1,452300
714,1,488260
715,1,440000
716,1,295120
717,1,319540
718,1,314460
719,1,332160
720,1,455020
721,1,627860
722,1,406400
723,1,219080
724,1,553820
725,1,360720
726,1,363020
727,1,553540
728,1,393660
729,1,364880
730,1,356120
731,1,303380
732,1,574200
733,1,446920
734,1,485380
735,1,388440
736,1,472560
737,1,386560
738,1,260220
739,1,375340
740,1,419420
741,1,439920
742,1,529320
743,1,372040
744,1,306600
745,1,519620
746,1,333780
747,1,298820
748,1,489620
749,1,332980
750,1,310160
751,1,448840
752,1,366320
753,1,416320
754,1,552480
755,1,575360
756,1,394700
757,1,204140
758,1,494300
759,1,474280
760,1,485400
761,1,446480
762,1,379220
763,1,393040
764,1,322960
765,1,367120
766,1,424600
767,1,399400
768,1,460480
769,1,347840
770,1,265480
771,1,321160
772,1,365480
773,1,307160
774,1,455900
775,1,345020
776,1,431500
777,1,312060
778,1,389220
779,1,491320
780,1,549120
781,1,436300
782,1,261700
783,1,358300
784,1,292880
785,1,351340
786,1,317040
787,1,424820
788,1,252460
789,1,517300
790,1,313460
791,1,392700
792,1,832940
793,1,514300
794,1,251860
795,1,524800
796,1,207720
797,1,273460
798,1,414020
799,1,231880
800,1,426740
801,1,373540
802,1,440420
803,1,446800
804,1,464020
805,1,251960
806,1,365220
807,1,306100
808,1,341480
809,1,478360
810,1,388380
811,1,331880
812,1,488040
813,1,205680
814,1,246440
815,1,269900
816,1,485360
817,1,327500
818,1,389660
819,1,372560
820,1,305740
821,1,369600
822,1,462660
823,1,501620
824,1,352340
825,1,412220
826,1,208100
827,1,582040
828,1,347040
829,1,454600
830,1,290500
831,1,385600
832,1,324460
833,1,449420
834,1,355220
835,1,443660
836,1,284080
837,1,401820
838,1,317640
839,1,419100
840,1,388360
841,1,358440
842,1,238760
843,1,479140
844,1,405620
845,1,998580
846,1,436720
847,1,612640
848,1,600180
849,1,305920
850,1,369860
851,1,428720
852,1,287520
853,1,381740
854,1,349060
855,1,498680
856,1,437240
857,1,516480
858,1,682660
859,1,293880
860,1,327140
861,1,381080
862,1,322040
863,1,372500
864,1,290620
865,1,470720
866,1,413300
867,1,465220
868,1,355140
869,1,414180
870,1,518620
871,1,548460
872,1,418260
873,1,244200
874,1,298620
875,1,377020
876,1,359660
877,1,296620
878,1,407740
879,1,421660
880,1,560960
881,1,369300
882,1,491440
883,1,322940
884,1,427280
885,1,477520
886,1,404780
887,1,548140
888,1,446420
889,1,305160
890,1,348280
891,1,530680
892,1,350100
893,1,253580
894,1,406000
895,1,405260
896,1,397300
897,1,382000
898,1,287860
899,1,725800
900,1,451080
901,1,432540
902,1,322720
903,1,451440
904,1,417420
905,1,370600
906,1,294580
907,1,274260
908,1,366020
909,1,397920
910,1,398980
911,1,361940
912,1,375360
913,1,679940
914,1,282600
915,1,575220
916,1,352400
917,1,477480
918,1,336960
919,1,326860
920,1,237820
921,1,290220
922,1,371020
923,1,246400
924,1,486520
925,1,481420
926,1,312300
927,1,347020
928,1,371200
929,1,370760
930,1,436200
931,1,449060
932,1,382680
933,1,496120
934,1,385360
935,1,550520
936,1,449220
937,1,358440
938,1,409980
939,1,404440
940,1,277240
941,1,395900
942,1,345920
943,1,517760
944,1,469840
945,1,325400
946,1,389100
947,1,378240
948,1,352160
