1,0,0.0,0.0
2,0,0.0,0.0
3,basegame,2.8,0.0
4,0,0.0,0.0
5,basegame,5.0,0.0
6,basegame,2.0,0.0
7,basegame,2.0,0.0
8,basegame,1.2,0.0
9,basegame,17.8,0.0
10,freegame,0.0,1125.6
11,0,0.0,0.0
12,0,0.0,0.0
13,0,0.0,0.0
14,basegame,2.4,0.0
15,basegame,4.0,0.0
16,basegame,2.0,0.0
17,freegame,0.0,2719.4
18,0,0.0,0.0
19,basegame,2.8,0.0
20,basegame,14.6,0.0
21,basegame,5.4,0.0
22,basegame,4.0,0.0
23,basegame,15.0,0.0
24,basegame,6.0,0.0
25,basegame,18.0,0.0
26,0,0.0,0.0
27,0,0.0,0.0
28,basegame,2.4,0.0
29,basegame,2.0,0.0
30,0,0.0,0.0
31,basegame,0.6,0.0
32,freegame,0.0,394.8
33,basegame,0.8,0.0
34,basegame,16.0,0.0
35,basegame,13.2,0.0
36,freegame,1.4,1301.8
37,0,0.0,0.0
38,0,0.0,0.0
39,freegame,0.0,12500.0
40,freegame,0.0,1204.0
41,basegame,0.4,0.0
42,basegame,0.8,0.0
43,basegame,3.0,0.0
44,freegame,0.0,2793.6
45,freegame,0.0,634.0
46,freegame,2.2,12500.0
47,0,0.0,0.0
48,freegame,0.0,714.8
49,basegame,2.2,0.0
50,0,0.0,0.0
51,basegame,10.4,0.0
52,0,0.0,0.0
53,basegame,0.2,0.0
54,basegame,4.8,0.0
55,freegame,0.0,2012.0
56,freegame,0.0,12500.0
57,basegame,1.6,0.0
58,basegame,105.0,0.0
59,freegame,0.0,908.8
60,0,0.0,0.0
61,basegame,14.0,0.0
62,freegame,0.0,12500.0
63,basegame,11.4,0.0
64,freegame,0.0,1637.6
65,basegame,2.4,0.0
66,0,0.0,0.0
67,freegame,0.0,964.4
68,basegame,1.4,0.0
69,basegame,2.0,0.0
70,0,0.0,0.0
71,basegame,13.2,0.0
72,0,0.0,0.0
73,basegame,1.0,0.0
74,freegame,0.0,2434.2
75,basegame,0.6,0.0
76,basegame,41.6,0.0
77,0,0.0,0.0
78,basegame,25.2,0.0
79,0,0.0,0.0
80,0,0.0,0.0
81,basegame,75.0,0.0
82,freegame,0.0,652.0
83,freegame,0.0,494.8
84,0,0.0,0.0
85,freegame,0.0,2077.2
86,0,0.0,0.0
87,freegame,0.0,12500.0
88,basegame,4.0,0.0
89,0,0.0,0.0
90,freegame,36.0,1112.4
91,basegame,0.4,0.0
92,basegame,0.4,0.0
93,basegame,1.2,0.0
94,basegame,0.4,0.0
95,0,0.0,0.0
96,0,0.0,0.0
97,0,0.0,0.0
98,basegame,1.0,0.0
99,freegame,0.0,1903.6
100,0,0.0,0.0
101,basegame,8.0,0.0
102,freegame,0.0,712.2
103,freegame,0.0,12455.8
104,0,0.0,0.0
105,0,0.0,0.0
106,basegame,3.6,0.0
107,0,0.0,0.0
108,basegame,11.4,0.0
109,freegame,0.0,4908.8
110,0,0.0,0.0
111,basegame,2.4,0.0
112,freegame,0.0,3751.4
113,freegame,0.0,15.2
114,0,0.0,0.0
115,0,0.0,0.0
116,freegame,10.0,8669.0
117,freegame,0.0,4055.4
118,0,0.0,0.0
119,basegame,48.0,0.0
120,basegame,27.0,0.0
121,basegame,2.4,0.0
122,basegame,6.4,0.0
123,basegame,2.4,0.0
124,basegame,2.4,0.0
125,basegame,3.6,0.0
126,basegame,8.0,0.0
127,0,0.0,0.0
128,basegame,3.6,0.0
129,basegame,4.2,0.0
130,basegame,2.4,0.0
131,freegame,0.0,733.6
132,basegame,0.4,0.0
133,basegame,22.8,0.0
134,basegame,14.4,0.0
135,0,0.0,0.0
136,freegame,0.0,533.6
137,0,0.0,0.0
138,basegame,27.8,0.0
139,freegame,0.0,779.0
140,0,0.0,0.0
141,freegame,0.0,922.8
142,0,0.0,0.0
143,0,0.0,0.0
144,basegame,1.2,0.0
145,basegame,1.0,0.0
146,basegame,9.2,0.0
147,basegame,13.6,0.0
148,basegame,2.8,0.0
149,basegame,3.0,0.0
150,0,0.0,0.0
151,basegame,2.0,0.0
152,0,0.0,0.0
153,freegame,0.0,2254.4
154,freegame,1.0,3038.6
155,0,0.0,0.0
156,basegame,11.4,0.0
157,basegame,4.6,0.0
158,basegame,105.0,0.0
159,0,0.0,0.0
160,freegame,3.2,12500.0
161,0,0.0,0.0
162,basegame,26.8,0.0
163,basegame,3.0,0.0
164,basegame,0.4,0.0
165,freegame,6.0,2632.4
166,basegame,6.0,0.0
167,basegame,8.4,0.0
168,basegame,21.0,0.0
169,freegame,15.0,1235.4
170,basegame,2.0,0.0
171,basegame,2.8,0.0
172,freegame,0.0,12500.0
173,0,0.0,0.0
174,basegame,1.8,0.0
175,basegame,4.8,0.0
176,basegame,2.0,0.0
177,basegame,18.4,0.0
178,basegame,9.0,0.0
179,basegame,9.0,0.0
180,basegame,1.0,0.0
181,basegame,1.4,0.0
182,0,0.0,0.0
183,basegame,35.0,0.0
184,0,0.0,0.0
185,basegame,15.0,0.0
186,basegame,1.2,0.0
187,basegame,19.8,0.0
188,basegame,0.4,0.0
189,basegame,2.4,0.0
190,0,0.0,0.0
191,0,0.0,0.0
192,basegame,0.2,0.0
193,basegame,24.0,0.0
194,freegame,0.0,12500.0
195,freegame,12.0,8897.2
196,0,0.0,0.0
197,basegame,4.0,0.0
198,basegame,1.4,0.0
199,0,0.0,0.0
200,freegame,8.0,10281.6
201,0,0.0,0.0
202,basegame,0.4,0.0
203,0,0.0,0.0
204,0,0.0,0.0
205,basegame,0.8,0.0
206,basegame,2.8,0.0
207,basegame,2.4,0.0
208,basegame,1.2,0.0
209,freegame,0.0,12500.0
210,basegame,1.4,0.0
211,0,0.0,0.0
212,basegame,1.0,0.0
213,0,0.0,0.0
214,freegame,0.0,1121.6
215,freegame,12.4,268.4
216,freegame,1.6,12500.0
217,0,0.0,0.0
218,freegame,0.0,2023.8
219,0,0.0,0.0
220,0,0.0,0.0
221,basegame,7.0,0.0
222,0,0.0,0.0
223,0,0.0,0.0
224,freegame,0.2,1407.0
225,freegame,0.0,147.2
226,basegame,2.4,0.0
227,0,0.0,0.0
228,freegame,20.0,12052.8
229,basegame,15.0,0.0
230,0,0.0,0.0
231,basegame,0.4,0.0
232,0,0.0,0.0
233,basegame,4.0,0.0
234,0,0.0,0.0
235,basegame,112.0,0.0
236,basegame,9.6,0.0
237,basegame,4.4,0.0
238,basegame,1.6,0.0
239,basegame,19.4,0.0
240,basegame,27.0,0.0
241,basegame,0.4,0.0
242,0,0.0,0.0
243,0,0.0,0.0
244,freegame,0.0,12500.0
245,freegame,0.0,1399.6
246,freegame,0.0,7801.4
247,0,0.0,0.0
248,0,0.0,0.0
249,0,0.0,0.0
250,freegame,0.0,2086.8
251,0,0.0,0.0
252,0,0.0,0.0
253,basegame,1.0,0.0
254,freegame,0.0,12500.0
255,basegame,14.6,0.0
256,basegame,9.4,0.0
257,freegame,0.0,265.2
258,0,0.0,0.0
259,0,0.0,0.0
260,basegame,1.2,0.0
261,basegame,25.2,0.0
262,freegame,10.8,635.0
263,freegame,0.0,867.0
264,basegame,0.2,0.0
265,basegame,4.0,0.0
266,basegame,4.0,0.0
267,basegame,11.6,0.0
268,basegame,122.6,0.0
269,basegame,4.8,0.0
270,basegame,1.2,0.0
271,0,0.0,0.0
272,0,0.0,0.0
273,freegame,0.0,1261.0
274,basegame,4.8,0.0
275,freegame,0.0,135.6
276,basegame,6.0,0.0
277,0,0.0,0.0
278,freegame,0.0,8878.8
279,basegame,1.0,0.0
280,basegame,40.0,0.0
281,basegame,1.0,0.0
282,basegame,5.6,0.0
283,0,0.0,0.0
284,freegame,0.0,1049.8
285,basegame,6.4,0.0
286,freegame,0.8,3697.8
287,0,0.0,0.0
288,freegame,0.0,8480.6
289,basegame,1.6,0.0
290,freegame,0.0,2647.2
291,0,0.0,0.0
292,freegame,2.4,209.2
293,freegame,0.0,53.4
294,freegame,0.0,1265.0
295,basegame,1.0,0.0
296,basegame,0.6,0.0
297,freegame,0.0,1395.0
298,freegame,0.0,2281.6
299,0,0.0,0.0
300,basegame,1.6,0.0
301,basegame,8.0,0.0
302,freegame,0.0,12500.0
303,0,0.0,0.0
304,freegame,1.2,11013.4
305,basegame,6.8,0.0
306,basegame,1.2,0.0
307,freegame,0.0,245.4
308,basegame,3.0,0.0
309,basegame,42.0,0.0
310,basegame,0.8,0.0
311,basegame,1.0,0.0
312,0,0.0,0.0
313,0,0.0,0.0
314,basegame,4.8,0.0
315,freegame,0.0,3232.2
316,basegame,2.8,0.0
317,basegame,3.2,0.0
318,basegame,0.2,0.0
319,basegame,20.0,0.0
320,0,0.0,0.0
321,basegame,10.0,0.0
322,freegame,0.0,12500.0
323,basegame,8.0,0.0
324,freegame,0.0,5184.6
325,0,0.0,0.0
326,0,0.0,0.0
327,basegame,0.8,0.0
328,0,0.0,0.0
329,0,0.0,0.0
330,0,0.0,0.0
331,basegame,11.6,0.0
332,0,0.0,0.0
333,basegame,9.0,0.0
334,basegame,8.8,0.0
335,0,0.0,0.0
336,0,0.0,0.0
337,basegame,0.2,0.0
338,basegame,0.2,0.0
339,0,0.0,0.0
340,freegame,1.0,870.6
341,0,0.0,0.0
342,freegame,0.0,376.2
343,freegame,0.0,1119.6
344,basegame,2.0,0.0
345,basegame,0.4,0.0
346,basegame,44.0,0.0
347,0,0.0,0.0
348,freegame,0.0,8660.4
349,freegame,33.0,493.2
350,0,0.0,0.0
351,basegame,52.8,0.0
352,0,0.0,0.0
353,freegame,0.0,12500.0
354,freegame,0.0,2988.8
355,freegame,0.0,807.2
356,basegame,2.4,0.0
357,freegame,2.4,699.4
358,0,0.0,0.0
359,basegame,4.0,0.0
360,freegame,0.0,10327.0
361,basegame,27.8,0.0
362,0,0.0,0.0
363,basegame,0.4,0.0
364,freegame,0.0,4794.6
365,freegame,0.0,687.4
366,0,0.0,0.0
367,0,0.0,0.0
368,basegame,3.6,0.0
369,0,0.0,0.0
370,basegame,1.2,0.0
371,basegame,10.0,0.0
372,0,0.0,0.0
373,basegame,0.2,0.0
374,basegame,2.0,0.0
375,0,0.0,0.0
376,0,0.0,0.0
377,basegame,2.8,0.0
378,freegame,0.0,1246.8
379,basegame,1.2,0.0
380,freegame,7.0,11526.0
381,freegame,0.0,922.2
382,freegame,0.0,12500.0
383,basegame,4.8,0.0
384,freegame,1.0,223.6
385,basegame,0.8,0.0
386,freegame,0.0,12500.0
387,0,0.0,0.0
388,freegame,0.0,12500.0
389,basegame,0.6,0.0
390,basegame,7.0,0.0
391,freegame,0.0,12500.0
392,freegame,0.0,1057.0
393,basegame,2.4,0.0
394,basegame,1.2,0.0
395,basegame,5.4,0.0
396,freegame,0.0,119.8
397,freegame,0.6,1208.0
398,basegame,0.4,0.0
399,basegame,20.0,0.0
400,basegame,17.6,0.0
401,0,0.0,0.0
402,0,0.0,0.0
403,0,0.0,0.0
404,freegame,6.4,868.2
405,basegame,10.4,0.0
406,0,0.0,0.0
407,basegame,1.0,0.0
408,basegame,0.6,0.0
409,0,0.0,0.0
410,0,0.0,0.0
411,basegame,1.0,0.0
412,basegame,4.0,0.0
413,basegame,0.2,0.0
414,basegame,0.2,0.0
415,basegame,1.2,0.0
416,basegame,1.2,0.0
417,0,0.0,0.0
418,0,0.0,0.0
419,0,0.0,0.0
420,basegame,26.8,0.0
421,0,0.0,0.0
422,0,0.0,0.0
423,basegame,0.4,0.0
424,basegame,4.0,0.0
425,freegame,0.6,1393.4
426,0,0.0,0.0
427,freegame,0.0,2813.2
428,basegame,21.6,0.0
429,freegame,0.0,2813.6
430,freegame,12.8,2396.2
431,0,0.0,0.0
432,basegame,0.8,0.0
433,basegame,12.0,0.0
434,basegame,0.2,0.0
435,0,0.0,0.0
436,0,0.0,0.0
437,0,0.0,0.0
438,basegame,0.2,0.0
439,basegame,0.8,0.0
440,0,0.0,0.0
441,basegame,1.2,0.0
442,basegame,15.0,0.0
443,freegame,4.0,12500.0
444,basegame,2.4,0.0
445,0,0.0,0.0
446,0,0.0,0.0
447,basegame,0.2,0.0
448,basegame,26.8,0.0
449,freegame,4.2,1196.2
450,freegame,0.0,1838.4
451,basegame,2.8,0.0
452,freegame,0.0,614.4
453,freegame,0.0,3197.4
454,freegame,24.2,12500.0
455,basegame,1.0,0.0
456,basegame,2.2,0.0
457,0,0.0,0.0
458,freegame,0.0,650.8
459,0,0.0,0.0
460,freegame,1.2,138.0
461,freegame,0.0,2524.6
462,0,0.0,0.0
463,basegame,2.0,0.0
464,freegame,0.0,866.2
465,0,0.0,0.0
466,basegame,1.4,0.0
467,basegame,5.6,0.0
468,basegame,46.0,0.0
469,0,0.0,0.0
470,basegame,7.8,0.0
471,freegame,0.0,3892.2
472,basegame,2.4,0.0
473,basegame,6.0,0.0
474,0,0.0,0.0
475,basegame,1.4,0.0
476,basegame,21.0,0.0
477,basegame,56.0,0.0
478,freegame,0.6,6858.4
479,basegame,1.2,0.0
480,0,0.0,0.0
481,basegame,0.4,0.0
482,0,0.0,0.0
483,basegame,2.0,0.0
484,freegame,1.0,751.6
485,0,0.0,0.0
486,0,0.0,0.0
487,0,0.0,0.0
488,basegame,6.4,0.0
489,basegame,0.2,0.0
490,0,0.0,0.0
491,0,0.0,0.0
492,basegame,4.2,0.0
493,basegame,2.4,0.0
494,basegame,14.0,0.0
495,basegame,7.0,0.0
496,basegame,2.0,0.0
497,freegame,0.0,1009.6
498,0,0.0,0.0
499,basegame,6.0,0.0
500,0,0.0,0.0
501,basegame,2.4,0.0
502,freegame,0.0,238.2
503,0,0.0,0.0
504,basegame,13.6,0.0
505,basegame,8.4,0.0
506,freegame,0.0,1332.4
507,freegame,0.0,646.6
508,0,0.0,0.0
509,freegame,3.6,3182.6
510,basegame,0.4,0.0
511,0,0.0,0.0
512,0,0.0,0.0
513,basegame,1.6,0.0
514,basegame,1.4,0.0
515,freegame,0.0,339.0
516,basegame,2.6,0.0
517,0,0.0,0.0
518,basegame,5.6,0.0
519,basegame,3.0,0.0
520,basegame,3.0,0.0
521,basegame,1.4,0.0
522,0,0.0,0.0
523,freegame,8.4,11109.4
524,0,0.0,0.0
525,basegame,0.4,0.0
526,basegame,1.0,0.0
527,freegame,0.0,974.4
528,basegame,1.2,0.0
529,0,0.0,0.0
530,freegame,0.0,5237.0
531,freegame,0.0,5403.4
532,freegame,0.0,940.6
533,basegame,2.8,0.0
534,0,0.0,0.0
535,basegame,2.4,0.0
536,0,0.0,0.0
537,0,0.0,0.0
538,freegame,0.0,12500.0
539,0,0.0,0.0
